367,0,2358.884
1,11986,907.142
218,0,5681.078
1,12786,742.967
55,0,5861.380
1,12833,746.933
1,25739,729.880
1,38557,716.577
1,51359,713.665
1,64502,653.505
1,77649,672.000
1,90824,653.337
43,69830,7468.682
1,83103,638.382
1,96174,648.994
1,109400,643.569
1,122492,664.286
1,135463,658.261
1,148921,652.778
1,161787,653.230
40,143704,6964.826
1,156645,707.998
1,169842,644.787
1,183001,648.976
1,196248,635.190
1,209293,661.191
1,222754,590.715
22,211819,5449.790
1,225434,563.915
1,238842,592.777
1,251807,684.266
1,265234,574.964
1,278731,579.150
67,256764,7633.044
1,270002,631.790
1,282952,684.087
1,296059,660.968
1,309397,604.744
1,322924,570.088
1,336436,569.564
1,349650,625.524
61,326274,7897.722
1,339626,647.535
1,352909,626.291
1,366060,637.494
1,379500,601.149
1,393431,483.636
1,407853,366.144
40,400167,4789.260
1,413916,513.598
1,427800,481.575
1,441452,535.751
1,455520,454.230
85,440508,6086.193
1,455645,468.243
1,469568,476.546
1,484568,271.799
9,491895,1804.437
1,506157,410.381
83,487789,6742.672
1,501930,664.622
1,515062,616.368
1,528422,589.729
1,542674,419.485
1,556155,584.892
1,568594,569.268
51,550079,7184.243
1,563298,648.361
1,577150,485.189
1,590506,591.805
1,603810,608.989
1,616374,643.170
1,631218,567.894
34,616501,6192.109
1,629794,619.569
1,643491,531.178
1,656789,599.008
1,670409,529.191
1,683853,586.823
24,673064,5420.909
1,686537,579.648
1,699735,635.917
1,713346,539.347
1,726557,629.841
1,739711,651.526
59,721889,6796.614
1,733410,556.956
1,747822,688.298
1,762818,647.989
1,775909,660.052
1,775884,4.999
138,773316,513.473
117,769991,663.268
172,799419,7562.706
1,813958,605.844
1,825722,548.982
1,841278,545.505
1,854894,574.106
1,868551,550.065
81,850434,6739.951
1,865350,615.658
1,878794,586.838
1,892331,572.337
1,904921,681.518
