1,57356,1060.591,,,1,510.396026666667
1,104557,832.137,,,2,908.383123333333
1,152214,812.256,,,3,1266.53364
1,199975,803.264,,,4,1577.55974666667
1,248182,780.439,,,5,1909.12935333333
1,296188,759.233,,,6,2176.41837
1,345802,744.486,,,7,2407.08262333333
1,395277,713.417,,,8,2578.24202666667
1,444408,730.381,,,9,2627.5007
1,494437,676.444,,,10,2618.34674666667
1,544692,665.696,,,11,2675.67488
1,594734,676.647,,,12,2728.63105666667
1,645229,654.117,,,13,2770.68361333333
1,696472,611.18,,,14,2803.91357666667
1,747009,645.287,,,15,2758.47546
1,798549,590.043,,,16,2833.44854333333
1,856594,271.242,,,17,2879.30977
1,907770,611.2,,,18,2877.42101666667
1,962217,448.445,,,19,2902.77508
1,1013824,590.585,,,20,2852.12572
1,1065501,587.585,,,,
1,1118657,514.267,,,,
1,1171067,547.572,,,,
1,1223455,561.296,,,,
1,1283035,218.446,,,,
1,1339478,363.172,,,,
1,1367943,307.721,,,,
1,1452512,502.886,,,,
1,1504641,571.172,,,,
1,1556383,589.486,,,,
1,1614936,253.27,,,,
1,1666918,575.743,,,,
1,1722689,391.699,,,,
1,1768152,525.631,,,,
1,1831908,379.124,,,,
1,1887778,382.998,,,,
1,1940076,567.89,,,,
1,1991775,589.179,,,,
1,2043908,565.922,,,,
1,2098647,435.481,,,,
1,2148964,593.694,,,,
1,2192713,479.343,,,,
1,2261442,402.838,,,,
1,2313566,566.725,,,,
1,2364865,601.801,,,,
1,2416882,572.171,,,,
1,2468761,584.794,,,,
1,2519650,619.555,,,,
1,2571685,568.894,,,,
1,2605330,360.633,,,,
1,2685713,300.834,,,,
1,2737403,586.526,,,,
1,2792305,430.674,,,,
1,2844047,587.251,,,,
1,2870046,261.548,,,,
1,2957232,14.745,,,,
1,3017476,616.5,,,,
1,3067891,647.23,,,,
1,3118808,622.621,,,,
1,3169552,636.034,,,,
1,3220229,633.097,,,,
1,3271932,588.987,,,,
1,3306290,413.418,,,,
1,3387395,329.233,,,,
1,3437445,614.764,,,,
1,3490419,611.315,,,,
1,3541259,631.269,,,,
1,3576699,428.191,,,,
1,3655844,278.836,,,,
1,3708013,624.785,,,,
1,3758531,648.589,,,,
1,3809864,615.273,,,,
1,3864734,427.269,,,,
1,3916756,575.135,,,,
1,3968709,572.231,,,,
1,4026901,260.544,,,,
1,4077252,643.969,,,,
1,4130841,574.095,,,,
1,4165940,403.749,,,,
1,4244744,274.589,,,,
1,4295563,629.758,,,,
1,4346799,609.184,,,,
1,4398039,599.306,,,,
1,4453527,401.039,,,,
1,4497230,528.118,,,,
1,4562309,356.426,,,,
1,4614739,636.52,,,,
1,4666209,594.731,,,,
1,4717423,606.969,,,,
1,4769505,559.048,,,,
1,4819617,599.013,,,,
1,4829086,99.88,,,,
1,4943531,205.991,,,,
1,4994423,593.503,,,,
1,5046049,626.704,,,,
1,5096681,641.035,,,,
1,5148865,561.73,,,,
1,5197796,637.878,,,,
1,5251081,604.247,,,,
1,5297155,350.263,,,,
1,5364964,338.643,,,,
1,5417026,633.391,,,,
1,5468265,609.903,,,,
1,5526615,251.676,,,,
1,5578605,580.492,,,,
1,5614952,419.997,,,,
1,5688945,446.142,,,,
1,5740169,614.776,,,,
1,5791654,602.972,,,,
1,5843038,610.544,,,,
1,5902206,212.596,,,,
1,5954813,541.385,,,,
1,6005751,615.389,,,,
1,6063716,268.811,,,,
1,6114993,599.486,,,,
1,6163281,612.923,,,,
1,6224044,287.69,,,,
1,6275056,626.94,,,,
1,6327040,569.78,,,,
1,6378267,604.214,,,,
