1,91608,136.400
1,155137,63.174
1,218568,62.373
1,281793,62.362
1,345148,61.479
1,408549,61.719
1,471963,62.310
1,535434,62.719
1,598837,61.296
1,662140,61.718
1,725434,63.274
1,788962,58.598
1,852358,61.491
1,915727,60.768
1,979097,61.133
1,1042666,61.535
1,1106213,59.949
1,1169638,62.795
1,1236016,62.820
1,1299334,62.293
1,1362801,62.496
1,1426217,58.484
1,1488768,61.838
1,1555541,65.982
1,1619212,45.639
1,1682615,60.992
1,1746004,61.780
1,1809390,61.558
1,1872864,57.967
1,1936196,61.889
1,1998733,64.721
1,2067951,61.102
1,2131396,60.242
1,2194923,60.549
1,2258196,65.871
1,2315581,52.093
1,2315504,3.848
1,2453963,48.683
1,2517684,41.450
1,2553168,33.294
1,2644633,38.124
1,2711269,65.937
1,2774731,57.759
1,2838178,61.827
1,2901620,59.041
1,2965404,46.227
1,3028735,59.872
1,3092187,61.216
1,3155693,59.864
1,3219010,62.143
1,3282392,60.716
1,3345913,56.545
1,3409309,61.945
1,3472662,66.589
1,3536176,53.971
1,3599085,65.467
1,3599015,3.450
1,3737948,29.583
1,3801219,63.162
1,3864602,61.794
1,3928021,58.449
1,3991402,61.350
1,4054688,60.343
1,4118065,61.556
1,4182218,25.287
1,4245613,61.225
1,4309131,60.585
1,4349903,39.331
1,4437718,11.750
1,4501131,63.671
1,4564716,59.764
1,4628151,59.597
1,4691642,58.991
1,4755022,62.311
1,4818487,62.219
1,4882127,57.660
1,4945510,65.912
1,5008996,56.024
1,5072417,61.328
1,5116057,46.550
1,5199892,46.431
1,5251353,48.685
1,5251283,3.499
1,5394245,57.799
1,5460352,61.999
1,5523625,60.113
1,5587005,61.861
1,5650408,61.219
1,5713644,62.278
1,5777204,57.959
1,5840364,62.834
1,5903712,61.669
1,5924059,18.241
1,6035037,33.845
1,6098190,63.477
1,6161529,59.568
1,6224868,59.455
1,6288289,61.661
1,6351682,62.308
1,6415095,58.029
1,6478367,65.896
1,6541854,56.799
1,6605219,61.660
1,6668590,60.697
1,6731852,62.074
1,6795144,60.884
1,6858546,59.597
1,6921848,61.198
1,6985222,61.198
1,7048899,44.541
1,7110376,64.009
1,7181937,35.981
1,7245169,65.745
1,7273416,30.577
1,7373603,15.299
1,7436600,66.528
1,7499831,56.864
1,7563102,60.767
1,7627700,13.892
1,7691020,56.997
1,7754280,61.770
1,7817589,62.523
1,7881027,58.435
1,7944272,66.087
1,8008244,24.047
1,8071417,66.415
1,8129585,51.594
1,8199268,56.397
1,8268104,44.844
1,8331421,62.316
1,8391986,59.756
1,8458893,62.284
1,8522158,60.796
1,8585746,47.671
1,8649094,60.676
1,8712429,61.756
1,8776520,25.896
1,8839861,58.146
1,8903046,66.485
1,8966311,60.866
1,9029468,62.028
1,9093179,41.821
1,9141979,46.847
1,9221016,6.849
1,9284220,62.500
1,9346024,61.747
1,9412255,62.868
1,9475374,60.675
1,9538687,62.765
1,9601928,62.648
1,9665182,58.566
1,9728494,62.348
1,9791770,61.966
1,9855104,61.320
1,9915908,58.549
1,9983310,61.231
1,10046505,66.619
1,10080959,31.648
1,10166047,43.571
1,10241705,37.234
1,10304864,59.993
1,10368189,62.175
1,10431520,61.670
1,10448043,15.598
1,10565296,42.576
1,10625955,61.131
1,10691823,63.068
1,10754996,62.491
1,10818238,63.070
1,10871377,48.686
1,10946410,15.841
1,11009553,63.522
1,11072746,61.222
1,11134995,62.112
1,11201049,63.097
1,11264170,62.189
1,11324572,59.658
1,11391202,62.992
1,11454409,58.270
1,11515523,47.475
1,11588272,13.992
1,11649939,59.097
1,11715913,62.873
1,11779138,62.305
1,11842482,58.624
1,11905709,61.046
1,11961141,49.436
1,12033106,50.790
1,12096285,65.834
1,12099584,6.449
1,12228817,57.366
1,12292054,60.431
1,12355441,62.689
1,12418765,57.691
1,12481994,61.498
1,12545406,54.122
1,12584962,37.226
1,12673412,55.097
1,12737150,40.227
1,12800662,61.224
1,12849952,51.667
1,12931562,52.041
1,12995044,59.513
1,13058063,62.837
1,13121178,60.788
1,13184462,62.148
1,13247753,55.342
1,13310840,59.950
1,13374571,41.272
1,13437744,66.097
1,13501510,36.147
1,13564905,58.482
1,13628061,65.800
1,13691683,41.475
1,13724233,29.795
1,13818949,55.698
1,13881989,61.526
1,13945187,62.165
1,14008034,60.716
1,14075053,49.023
1,14138326,59.921
1,14188663,52.941
1,14265101,47.694
1,14328136,66.659
1,14355164,30.096
1,14455871,33.778
1,14515248,62.399
1,14583983,28.593
1,14647238,66.628
1,14710307,61.134
1,14728857,17.239
1,14840717,58.343
1,14903848,61.976
1,14967193,62.262
1,15030390,58.481
1,15093582,62.956
1,15156659,61.479
1,15194283,36.099
1,15287753,59.438
1,15351121,56.420
1,15414320,66.284
1,15477705,57.035
1,15540972,61.809
1,15604042,61.292
1,15667405,61.825
1,15731033,41.781
1,15794441,58.506
1,15796823,5.849
1,15922542,28.049
1,15985854,59.949
1,16049020,63.335
1,16112118,61.892
1,16173980,60.932
1,16240690,62.121
1,16303974,58.099
1,16367154,66.207
1,16430636,39.494
1,16493883,60.829
1,16557081,61.640
1,16620233,62.081
1,16683580,56.833
1,16746933,58.871
1,16810009,65.837
1,16824233,10.745
1,16872430,4.199
1,17008624,59.138
1,17072073,63.273
1,17135734,62.107
1,17199177,62.800
1,17256544,52.040
1,17326444,46.370
1,17389610,62.485
1,17452869,59.123
1,17489854,35.649
1,17580062,54.033
1,17643337,62.038
1,17706534,57.977
1,17769877,65.533
1,17833301,55.108
1,17896512,61.819
1,17959865,61.059
1,18023142,61.595
1,18086394,60.734
1,18149669,58.245
1,18190397,37.494
1,18282233,55.693
1,18285692,6.196
1,18410914,7.198
1,18474297,61.504
1,18537681,59.250
1,18600951,63.063
1,18664277,62.604
1,18727606,58.949
1,18790787,62.407
1,18854103,58.886
1,18917416,61.691
1,18980616,61.396
1,19043722,61.125
1,19106916,60.690
1,19164837,60.223
1,19233674,60.580
1,19295357,65.153
2,19321158,388.974
2,19420201,251.627
2,19465661,603.427
2,19465518,7.197
2,19590388,730.352
2,19642571,777.612
2,19689211,776.243
2,19729722,596.743
2,19800817,565.642
2,19850107,790.242
2,19899079,808.080
2,19948572,777.490
2,19998880,731.887
2,20048008,795.196
2,20098043,746.349
2,20101891,82.204
2,20214515,642.330
2,20264005,776.934
2,20313640,774.360
2,20362896,793.619
2,20412329,779.094
2,20462375,747.003
2,20511911,770.665
2,20538513,415.781
2,20621415,691.121
2,20670561,792.937
2,20722660,792.023
2,20771994,790.913
2,20830495,305.643
2,20880397,751.568
2,20929553,798.004
2,20961801,469.015
2,21042536,363.829
2,21092033,779.760
2,21140703,824.326
2,21190337,772.229
2,21241050,711.725
2,21290926,764.885
2,21341276,741.143
2,21398398,349.595
2,21454662,786.410
2,21505204,718.735
2,21552018,746.819
2,21612836,415.188
2,21667818,763.315
2,21725206,360.535
2,21775117,761.496
2,21824739,769.555
2,21872899,733.553
2,21934798,330.408
2,21984587,765.686
2,22032579,734.861
2,22084833,757.336
2,22134968,750.177
2,22192779,341.219
2,22242794,746.475
2,22292186,782.778
2,22340387,709.685
2,22402836,345.080
2,22452359,783.507
2,22501895,771.389
2,22529906,437.917
2,22611541,597.810
2,22660112,774.298
2,22710910,773.520
2,22757915,695.380
2,22815204,595.030
2,22852962,533.904
2,22921581,625.616
2,22971939,756.479
2,23022956,704.408
2,23072284,771.050
2,23138296,338.089
2,23178519,580.221
2,23245609,732.277
2,23285431,584.426
2,23358868,233.628
2,23408144,795.423
2,23458914,714.098
2,23507576,800.684
2,23561037,761.964
2,23610774,765.914
2,23661377,720.271
2,23695611,525.146
2,23770972,488.197
2,23820393,740.105
2,23870118,610.412
2,23932897,689.540
2,23974707,646.407
2,24036250,654.931
2,24088453,790.500
2,24107867,298.657
2,24201077,564.343
2,24251289,741.071
2,24300922,770.145
2,24350935,757.987
2,24400578,773.826
2,24459309,298.053
2,24509042,764.560
2,24558244,799.346
2,24609626,685.178
2,24629579,274.240
2,24719205,757.670
2,24768363,798.810
2,24817752,780.281
2,24866904,759.577
2,24896149,369.134
2,24986499,524.529
2,25036368,763.436
2,25082368,761.385
2,25137242,741.721
2,25186930,764.122
2,25242165,477.732
2,25291250,790.696
2,25341367,736.169
2,25378209,552.100
2,25446430,542.344
2,25502767,759.846
2,25556716,536.977
2,25596335,519.930
2,25668904,533.436
2,25718544,769.158
2,25762399,621.655
2,25823268,649.797
2,25873053,760.642
2,25922852,768.083
2,25981285,308.735
2,26030429,795.877
2,26079608,788.293
2,26129183,778.731
2,26183627,529.667
2,26237723,536.700
2,26287293,782.511
2,26340468,493.427
2,26388913,775.280
2,26442520,774.787
2,26491500,741.022
2,26549615,482.081
2,26599614,771.993
2,26648950,694.716
2,26706742,590.476
2,26764571,350.949
2,26814650,753.690
2,26864028,789.887
2,26913359,798.149
2,26966471,598.212
2,27017052,727.675
2,27040877,408.266
2,27126990,719.772
2,27175989,814.032
2,27205291,481.175
2,27282952,682.268
2,27336471,775.477
2,27385903,783.689
2,27415681,503.825
2,27493757,618.782
2,27543393,767.174
2,27592660,798.399
2,27642833,751.348
2,27692412,770.625
2,27746859,541.713
2,27797526,715.983
2,27855482,330.995
2,27906059,721.550
2,27953974,719.152
2,28008853,775.874
2,28052529,632.806
2,28121232,252.060
2,28169715,780.987
2,28224521,781.205
2,28273446,809.921
2,28321166,728.465
2,28329266,96.852
2,28439394,781.720
2,28489175,766.076
2,28538565,787.439
2,28588029,778.606
2,28637583,774.809
2,28676821,570.988
2,28746949,330.733
2,28798856,808.276
2,28848761,755.170
2,28897797,807.594
2,28955734,334.083
2,29004985,792.225
2,29054344,794.969
2,29103794,785.722
2,29152166,752.288
2,29214197,329.388
2,29263396,795.058
2,29312972,776.048
2,29362299,789.985
2,29411938,769.369
2,29450434,605.945
2,29519940,541.750
2,29567502,752.514
2,29619396,811.031
2,29673105,557.770
2,29708573,502.047
2,29781396,668.175
2,29833997,775.421
2,29891707,317.553
2,29942785,822.000
2,29992204,785.442
2,30039901,790.518
2,30093089,799.004
2,30141961,812.622
2,30192278,739.672
2,30250127,326.121
2,30303067,786.534
2,30352544,782.473
2,30396300,730.507
2,30460761,689.625
2,30518369,355.110
2,30567507,806.693
2,30616466,808.208
2,30666326,756.891
2,30689167,386.498
2,30774057,726.531
2,30823466,784.926
2,30872453,811.682
2,30925704,589.315
2,30975967,752.126
2,31026635,722.015
2,31083752,384.192
2,31131815,746.750
2,31185492,782.942
2,31235029,748.089
2,31287532,801.386
2,31343983,272.557
2,31397577,745.105
2,31448338,726.742
2,31467690,307.982
2,31562309,644.816
2,31611970,754.996
2,31665204,788.194
2,31697698,562.130
2,31772757,621.467
2,31822356,779.120
2,31872326,767.598
2,31922988,727.377
2,31976499,576.243
2,32026671,757.836
2,32077185,747.530
2,32132408,495.993
2,32182284,759.510
2,32216146,494.858
2,32297964,138.477
2,32349323,781.386
2,32398107,814.709
2,32447480,784.421
2,32497469,760.398
2,32546947,779.300
2,32596017,800.764
2,32645496,774.143
2,32697333,822.919
2,32747194,764.874
2,32795772,833.053
2,32853615,339.394
2,32902934,789.272
2,32953833,705.227
2,32995762,635.712
2,33064639,462.038
2,33114252,771.584
2,33163094,815.117
2,33213153,751.194
2,33262168,805.811
2,33298711,588.483
2,33369766,544.310
2,33430598,182.380
2,33480468,767.135
2,33530900,731.789
