0;0;676,854 
1;6788;267,066 
2;11269;390,693 
2;15764;392,585 
4;18857;521,789 
4;20429;679,430 
3;23005;578,477 
4;24478;687,988 
3;27065;577,582 
3;29617;579,877 
3;32195;575,273 
3;34753;581,289 
4;36385;671,578 
3;38952;578,166 
3;41606;571,627 
3;44296;567,883 
4;45895;672,115 
3;48505;575,896 
4;50142;672,568 
3;52765;572,792 
3;55463;564,504 
3;58052;576,593 
3;60694;572,191 
4;62469;660,486 
3;65176;566,159 
4;66815;669,902 
3;69444;571,277 
3;72022;574,694 
3;74640;573,787 
3;77297;567,070 
4;79233;643,167 
3;82148;546,476 
4;84079;644,216 
3;86881;553,953 
4;90019;518,571 
4;91841;654,091 
4;93779;642,461 
4;95662;643,890 
3;98568;545,347 
4;100486;644,060 
3;103411;542,583 
4;105402;637,005 
3;108354;538,590 
4;110321;637,308 
3;113194;546,984 
4;115027;651,470 
3;118007;537,391 
4;120002;639,042 
4;121889;646,373 
3;124585;564,085 
4;126319;659,193 
3;128932;572,482 
4;130782;651,395 
3;133508;562,571 
4;135320;654,477 
3;137974;569,583 
4;139792;652,230 
3;143658;448,896 
5;144674;729,826 
2;149169;386,661
