1;1243781;1243,400
30;1195184;9713,600
30;1141836;10670,200
1;1135931;1186,000
30;1085956;9989,000
8;1062538;4687,400
30;1008844;10740,200
1;1002613;1246,000
30;954348;9647,200
30;901722;10525,200
1;899331;482,600
30;875909;4678,400
30;829485;9284,800
30;780662;9764,200
30;731354;9861,600
30;695246;7222,400
30;649751;9104,000
30;604163;9111,400
30;557423;9353,600
30;516121;8254,000
30;469760;9278,200
30;469042;137,600
30;422815;9244,800
30;378776;8813,200
30;358236;4108,000
30;328712;5898,600
30;285208;8700,800 
30;241699;8701,800
30;197046;8930,600
30;152118;8985,200
30;103028;9818,000
30;52716;10062,200
1;47001;1148,000
